BORE_SUBTY,STATUS,SPUD_DATE,LATITUDE,LONGITUDE
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-25,-27.218566,150.710719
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-26,-21.969772,148.105336
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-26,-26.175316,149.54363
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-26,-26.066833,150.06823
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-27,-25.954686,148.877449
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-27,-26.65555,150.247272
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-27,-26.18828,149.57361
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-27,-27.008097,150.562056
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-27,-26.186725,149.542905
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-28,-26.441044,149.116108
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-28,-26.322924,149.723116
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-28,-26.075166,149.797
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-28,-26.714225,150.247019
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-28,-26.249719,149.565808
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-28,-27.223847,150.694116
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-29,-25.823091,149.148283
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-29,-26.175041,149.535777
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-29,-26.191658,149.546891
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-30,-26.654303,150.237936
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-09-30,-26.259047,149.576019
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-01,-26.892114,150.293539
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-01,-27.006017,150.548144
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-01,-27.224283,150.7021
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-01,-26.191555,149.54
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-02,-26.070427,149.79263
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-02,-26.170602,149.527419
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-03,-26.254642,149.674319
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-04,-26.194405,149.571194
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-04,-27.002694,150.560881
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-04,-27.226319,150.686802
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-04,-26.574966,150.113806
EXPLORATION WELL,PLUGGED AND ABANDONED,2014-10-05,-25.708839,148.584972
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-05,-26.169555,149.5358
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-05,-26.716111,150.401725
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-05,-26.875499,150.338789
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-06,-26.190755,149.566314
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-06,-25.975847,149.445486
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-07,-26.323799,149.594527
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-07,-26.073388,149.787694
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-07,-26.179808,149.53935
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-07,-27.006011,150.555356
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-07,-27.229963,150.693483
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-07,-26.452294,149.729358
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-09,-26.658589,150.240433
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-09,-26.892094,150.292533
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-09,-26.710325,150.393305
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-09,-27.767099,151.0164
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-10,-25.823024,149.148239
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-10,-27.233375,150.685802
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-11,-26.321488,149.602061
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-11,-26.068055,149.785411
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-11,-26.190452,149.580288
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-11,-26.872977,150.358369
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-11,-26.800456,149.226563
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-12,-26.255489,149.471508
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-12,-26.704181,150.39425
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-12,-26.888311,150.309617
APPRAISAL WELL,PLUGGED AND ABANDONED,2014-10-13,-25.854517,149.545902
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-13,-27.235744,150.692689
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-15,-26.320774,149.611956
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-15,-26.184402,149.578558
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-15,-26.699711,150.398025
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-15,-26.894311,150.308019
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-15,-25.97741,149.237094
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-15,-26.175258,149.520955
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-16,-26.061811,149.790575
APPRAISAL WELL,PLUGGED AND ABANDONED,2014-10-16,-21.237364,148.056667
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-16,-27.236061,150.698919
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-16,-26.313586,148.734633
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-17,-26.700439,150.403806
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-17,-26.44608,149.057911
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-17,-26.169002,149.579399
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-18,-25.82296,149.148194
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-18,-26.8921,150.292783
EXPLORATION WELL,PLUGGED AND ABANDONED,2014-10-18,-25.122047,148.81963
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-18,-26.9017,150.306036
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-18,-26.900381,150.360694
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-18,-26.175716,149.529258
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-19,-26.063944,149.797333
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-19,-27.230966,150.700961
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-19,-26.304758,149.622777
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-20,-26.734469,150.397277
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-20,-26.168769,149.512775
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-21,-26.908525,150.310933
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-22,-27.225285,150.709578
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-22,-26.446005,149.057936
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-22,-26.728863,150.398866
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-23,-26.319347,149.63211
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-23,-26.565347,148.920049
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-23,-26.169285,149.518935
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-24,-26.065472,149.802917
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2014-10-24,-26.907764,150.318058
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-24,-26.728466,150.405725
APPRAISAL WELL,PLUGGED AND ABANDONED,2014-10-24,-26.733866,150.45695
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-26,-26.127219,149.4649
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-26,-26.729099,150.411833
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-27,-26.320441,149.648102
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-27,-25.822894,149.14815
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-27,-26.067027,149.808722
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-27,-25.988091,149.239452
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-28,-26.342083,149.227913
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-28,-26.72286,150.408806
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-29,-26.445933,149.057961
EXPLORATION WELL,PLUGGED AND ABANDONED,2014-10-29,-25.147672,148.782741
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-29,-26.175435,149.513833
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-29,-27.238141,150.736886
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-30,-26.737211,150.412231
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-30,-26.086991,149.630852
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-30,-26.986761,150.404739
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-31,-26.070722,149.815083
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-10-31,-26.307578,149.601533
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-01,-26.893758,150.342097
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-01,-26.736297,150.404925
EXPLORATION WELL,PLUGGED AND ABANDONED,2014-11-01,-27.439644,150.883716
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-01,-26.804756,150.347352
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-03,-25.822827,149.148102
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-03,-26.713989,150.406236
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-04,-26.07038,149.826852
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-04,-26.904769,150.297205
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-04,-27.085189,150.837952
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-04,-26.986986,150.404703
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-05,-26.051489,149.770049
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-05,-26.738575,150.381027
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-05,-26.8064,150.339866
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-06,-25.068024,148.781069
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-06,-24.108281,148.629263
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-07,-26.056931,149.77136
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-07,-26.739672,150.388855
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-07,-26.810539,150.344625
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-08,-26.076652,149.826252
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-08,-27.085669,150.831497
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-09,-26.032877,149.768441
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-09,-26.744825,150.38296
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-09,-26.13086,149.799955
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-09,-26.800742,150.341458
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-10,-27.087777,150.824819
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-11,-26.037897,149.763933
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-11,-27.040389,150.69353
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-11,-26.987208,150.404667
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-12,-26.056044,149.758375
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-12,-26.382883,149.513025
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-12,-26.739744,150.400022
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-12,-26.123455,149.801981
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-13,-26.042886,149.764436
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-13,-27.085258,150.818033
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-13,-25.972049,149.227447
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-13,-26.688497,150.185539
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-14,-25.822763,149.148058
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-14,-26.128385,149.792091
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-15,-26.047925,149.7626
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-16,-26.057414,149.766028
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-16,-27.095647,150.830641
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-16,-26.122585,149.793022
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-17,-26.913306,150.490572
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-17,-26.986314,150.404808
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-18,-27.006414,150.505133
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-18,-26.694544,150.195764
APPRAISAL WELL,PLUGGED AND ABANDONED,2014-11-20,-26.349083,149.956406
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-20,-26.91165,150.475183
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-20,-26.12683,149.784269
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-21,-26.471972,149.096877
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-21,-27.002247,150.509161
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-21,-26.441944,149.733566
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-21,-27.09108,150.832988
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-21,-26.684152,150.191894
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-22,-26.924038,150.491525
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-22,-25.961361,149.230011
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2014-11-23,-21.969988,148.105147
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-23,-21.127758,148.016899
APPRAISAL WELL,PLUGGED AND ABANDONED,2014-11-23,-25.643225,149.135977
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-24,-26.917752,150.490964
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-24,-27.041244,150.510767
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-24,-26.122058,149.784875
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-24,-26.689444,150.193219
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-25,-26.986539,150.404772
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-26,-26.325558,149.713017
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-26,-26.325185,149.712736
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-26,-26.92296,150.47986
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-26,-26.114583,149.794808
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-27,-26.324999,149.712597
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-27,-26.134486,149.830219
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-27,-26.47201,149.096952
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-27,-27.039314,150.505153
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-28,-26.325372,149.712878
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-28,-26.926169,150.474908
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-28,-27.095072,150.824113
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-28,-26.690189,150.202589
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-29,-25.823222,149.148375
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-29,-26.113608,149.78688
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-30,-26.932422,150.48066
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-11-30,-27.09353,150.817344
EXPLORATION WELL,PLUGGED AND ABANDONED,2014-11-30,-25.338627,148.830838
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-01,-26.125755,149.822977
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-01,-26.472047,149.097025
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-01,-27.071491,150.395305
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-02,-26.932077,150.487908
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-02,-26.106367,149.788366
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-03,-26.590122,150.220358
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-03,-27.085569,150.765744
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-04,-26.936764,150.488916
EXPLORATION WELL,PLUGGED AND ABANDONED,2014-12-04,-26.129324,149.306792
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-05,-26.109897,149.766347
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-05,-26.58515,150.222705
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-06,-26.472085,149.0971
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-07,-26.585155,150.215128
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-08,-25.823285,149.148419
APPRAISAL WELL,PLUGGED AND ABANDONED,2014-12-08,-26.168822,150.116278
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-09,-26.107361,149.780472
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-10,-26.585411,150.20905
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-11,-26.114322,149.777988
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-15,-26.930169,150.4961
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-16,-26.465297,149.078416
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-17,-27.398405,151.051592
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-17,-26.877538,150.550669
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-17,-26.113167,149.772441
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-19,-25.823349,149.148464
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-19,-26.9401,150.494558
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-20,-27.399075,151.058103
EXPLORATION WELL,PLUGGED AND ABANDONED,2014-12-20,-21.100444,147.969422
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-20,-26.304261,149.727527
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-21,-26.120491,149.776558
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-21,-26.928066,150.48161
EXPLORATION WELL,PLUGGED AND ABANDONED,2014-12-22,-26.198014,149.282999
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-23,-27.400014,151.065083
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-23,-26.916777,150.485477
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-23,-26.465239,149.078472
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-24,-26.125885,149.776299
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-24,-26.304639,149.734558
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-26,-27.405969,151.059894
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2014-12-26,-26.921405,150.496686
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-01,-27.405375,151.052217
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-01,-26.126894,149.770713
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-01,-26.295608,149.719683
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-03,-26.100892,149.781902
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-03,-26.465181,149.078527
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-04,-27.411247,151.050881
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-04,-27.001789,150.530947
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-05,-26.296536,149.725894
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-06,-26.098594,149.775797
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-07,-26.465119,149.078583
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-07,-27.01953,150.522516
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-08,-26.106906,149.773894
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-09,-27.410758,151.057003
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-09,-26.298114,149.736686
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-10,-27.007328,150.496594
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-11,-26.101369,149.765528
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-12,-27.411378,151.063042
WATER INJECTION WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-12,-25.99999,149.07132
EXPLORATION WELL,PLUGGED AND ABANDONED,2015-01-12,-26.182647,149.163756
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-13,-25.923841,148.904194
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-13,-27.011722,150.492311
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-14,-26.091169,149.779947
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-14,-26.305136,149.745536
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-15,-26.43241,149.056569
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-16,-27.407581,151.068458
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-16,-27.01485,150.497489
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-17,-26.282541,149.615142
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-17,-26.09038,149.771202
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-17,-26.874185,150.535961
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-18,-26.298377,149.745466
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-19,-27.408406,151.074838
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-19,-26.870858,150.540833
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-19,-26.870563,150.532305
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-19,-27.016319,150.491539
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-21,-27.400931,151.073666
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-21,-26.908192,150.304358
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2015-01-22,-26.43241,149.056483
